order_id,courier_name,customer_name,customer_city,payment_method,item_value,system_status,customer_report,gps_distance_meters,delivery_date
ORD-90525,"Ir. Genta Agustina, S.Pt",Olivia Rajasa,Pangkalpinang,COD,608828,Delivered,Received,20,2026-07-14
ORD-33795,"Halima Budiman, S.Pt","Dt. Cahyadi Rahmawati, M.Pd",Makassar,COD,143047,Delivered,Received,20,2026-06-30
ORD-77666,Mujur Halim,Azalea Irawan,Parepare,COD,1369102,Delivered,Received,10,2026-07-21
ORD-25997,"Hj. Sarah Nugroho, S.Farm",Cindy Dongoran,Bogor,COD,1147051,Delivered,Received,9,2026-07-27
ORD-85753,"Aisyah Nashiruddin, M.M.",Sabrina Lazuardi,Palu,COD,1219381,Delivered,Received,20,2026-07-04
ORD-82489,Tgk. Uchita Hakim,Widya Napitupulu,Depok,COD,1207645,Delivered,Received,48,2026-07-09
ORD-34054,Dt. Bakiman Nashiruddin,Mahdi Pangestu,Manado,COD,837569,Delivered,Received,24,2026-07-06
ORD-84087,Chelsea Sirait,Puti Cinta Haryanti,Meulaboh,COD,187886,Delivered,Received,6,2026-06-30
ORD-29041,Intan Rahmawati,Jarwa Wahyudin,Tanjungpinang,COD,1394515,Delivered,Received,23,2026-07-09
ORD-77629,Caturangga Laksita,"Clara Purnawati, M.TI.",Kota Administrasi Jakarta Barat,COD,1305879,Delivered,Received,8,2026-07-26
ORD-98686,Tgk. Febi Hutagalung,Ian Rahayu,Manado,COD,491615,Failed,Rejected/Unreachable,54,2026-07-08
ORD-27762,"Clara Haryanto, M.Farm",Puti Rina Suryatmi,Tidore Kepulauan,COD,948278,Delivered,Received,17,2026-07-16
ORD-33893,"Adinata Nuraini, M.Pd",Gina Rahimah,Jambi,COD,921535,Delivered,Received,35,2026-07-23
ORD-87077,R.M. Budi Rahimah,Maimunah Hasanah,Binjai,COD,1205635,Delivered,Received,7,2026-07-21
ORD-12435,Harimurti Oktaviani,Putri Haryanti,Madiun,COD,473115,Delivered,Received,5,2026-07-26
ORD-78456,Ian Padmasari,Yunita Nugroho,Tebingtinggi,COD,657458,Failed,Rejected/Unreachable,68,2026-07-13
ORD-19379,Kiandra Sudiati,Maya Hakim,Tarakan,COD,144040,Delivered,Received,41,2026-06-29
ORD-58478,Liman Riyanti,Drs. Laila Andriani,Sawahlunto,COD,1016851,Delivered,Received,40,2026-07-26
ORD-91591,Saiful Usamah,Reza Halim,Banjar,COD,1168886,Delivered,Received,34,2026-07-27
ORD-85524,"Saiful Widodo, S.Psi","Tedi Namaga, S.Sos",Bandung,COD,327467,Delivered,Received,39,2026-06-30
ORD-25335,Tgk. Jamalia Gunarto,"drg. Wulan Sihotang, S.T.",Sorong,COD,870867,Delivered,Received,40,2026-06-29
ORD-37878,Sabri Thamrin,Pranawa Yulianti,Binjai,COD,258471,Failed,Rejected/Unreachable,42,2026-07-16
ORD-44892,Amelia Pudjiastuti,Bahuwarna Nashiruddin,Tangerang Selatan,COD,982164,Delivered,Received,16,2026-07-27
ORD-41197,"dr. Hesti Prasetyo, M.Kom.",Ilsa Hidayat,Parepare,COD,265178,Delivered,Received,30,2026-07-23
ORD-67327,Lala Sihombing,Jamil Anggraini,Malang,COD,742403,Delivered,Received,32,2026-06-28
ORD-46775,Ir. Yono Mansur,"Dr. Lasmono Palastri, S.Farm",Pematangsiantar,COD,1179062,Delivered,Received,24,2026-06-29
ORD-32797,Dr. Ratna Hastuti,Jamil Hariyah,Cirebon,COD,407865,Delivered,Received,46,2026-07-07
ORD-12583,Radika Dongoran,"dr. Kemba Pranowo, S.Gz",Kota Administrasi Jakarta Barat,COD,1140146,Delivered,Received,37,2026-07-14
ORD-23358,Jaga Usamah,Tina Dabukke,Subulussalam,COD,1016811,Delivered,Received,26,2026-07-11
ORD-70409,"dr. Farah Sitompul, S.Sos",drg. Yunita Aryani,Tangerang,COD,1468250,Delivered,Received,15,2026-07-18
ORD-20772,Jane Saptono,Taswir Farida,Metro,COD,1092719,Delivered,Received,24,2026-07-06
ORD-81848,Zelaya Gunawan,Farhunnisa Agustina,Jayapura,COD,614871,Delivered,Received,16,2026-07-19
ORD-23638,Drs. Vanya Yuniar,Nadia Wijayanti,Bau-Bau,COD,1460160,Delivered,Received,39,2026-06-30
ORD-17813,"Hasim Januar, S.Pd",Emong Agustina,Banjar,COD,1436254,Delivered,Received,17,2026-07-17
ORD-73209,KH. Harto Wibowo,Margana Suartini,Pariaman,COD,109979,Delivered,Received,49,2026-07-10
ORD-80106,"Ir. Jarwi Mangunsong, M.Farm",Ratna Rajasa,Meulaboh,COD,1098538,Delivered,Received,11,2026-07-20
ORD-68007,KH. Gilang Santoso,R.A. Dian Melani,Samarinda,COD,460048,Delivered,Received,43,2026-07-13
ORD-64076,"Bala Wibisono, M.M.",KH. Bancar Handayani,Palembang,COD,345768,Delivered,Received,12,2026-06-28
ORD-14496,Darsirah Prastuti,Tami Mayasari,Tidore Kepulauan,COD,179990,Delivered,Received,37,2026-06-28
ORD-53007,"Tgk. Ade Wijayanti, S.E.I",Iriana Haryanti,Sungai Penuh,COD,715644,Delivered,Received,25,2026-07-02
ORD-64088,Bahuwirya Habibi,"Gabriella Wacana, S.Ked",Palopo,COD,749391,Failed,Rejected/Unreachable,34,2026-07-27
ORD-29555,"Dacin Anggraini, M.Ak",Vivi Mandala,Tasikmalaya,COD,1110691,Delivered,Received,44,2026-07-14
ORD-40906,Nadine Firgantoro,R. Elisa Handayani,Kota Administrasi Jakarta Barat,COD,833964,Failed,Rejected/Unreachable,25,2026-07-19
ORD-55050,Hardana Narpati,Ciaobella Suryatmi,Tasikmalaya,COD,680897,Delivered,Received,14,2026-07-13
ORD-20861,Reza Thamrin,"Tgk. Clara Suwarno, M.Farm",Sorong,COD,144472,Delivered,Received,33,2026-07-23
ORD-67877,Gandi Kurniawan,"drg. Diana Maulana, S.Pd",Lubuklinggau,COD,1302657,Delivered,Received,26,2026-07-04
ORD-84878,Harimurti Rahmawati,Drs. Kezia Budiyanto,Banda Aceh,COD,230337,Delivered,Received,44,2026-07-18
ORD-53930,Dr. Wulan Mustofa,Kartika Prasetya,Bitung,COD,1495483,Delivered,Received,43,2026-07-03
ORD-59570,Mila Suartini,Bagas Rahimah,Palangkaraya,COD,213059,Delivered,Received,24,2026-07-02
ORD-56574,Kasim Hartati,Lantar Hutagalung,Probolinggo,COD,1465585,Failed,Rejected/Unreachable,50,2026-07-14
ORD-84712,"drg. Uchita Prasetya, S.Pt",Prima Prasasta,Sawahlunto,COD,498154,Failed,Rejected/Unreachable,53,2026-07-06
ORD-96378,Nasrullah Pradipta,Ir. Ulva Salahudin,Salatiga,COD,1481118,Delivered,Received,34,2026-07-02
ORD-64267,drg. Ikhsan Riyanti,Safina Lazuardi,Kota Administrasi Jakarta Barat,COD,1282514,Delivered,Received,22,2026-07-20
ORD-31316,"Tgk. Hardana Mandala, S.Kom",Puti Wibowo,Tasikmalaya,COD,1424988,Delivered,Received,23,2026-07-04
ORD-33093,Hafshah Wibisono,"Gandi Kuswandari, M.Pd",Subulussalam,COD,1087743,Delivered,Not Received,4938,2026-07-13
ORD-99682,Kania Sitompul,Vicky Mangunsong,Kota Administrasi Jakarta Selatan,COD,735532,Delivered,Received,22,2026-07-20
ORD-75010,Ayu Lestari,"Drs. Oliva Halimah, M.TI.",Tarakan,COD,71669,Delivered,Received,27,2026-07-09
ORD-60241,"Laila Handayani, S.Pd",Putri Mayasari,Mataram,COD,1186149,Delivered,Received,28,2026-07-01
ORD-58710,Puti Ani Hutasoit,"Harja Sirait, M.M.",Pekalongan,COD,743217,Delivered,Received,7,2026-07-11
ORD-33487,R. Zizi Samosir,Kairav Wastuti,Semarang,COD,1110263,Delivered,Received,45,2026-07-06
ORD-75342,Rina Hassanah,Talia Waskita,Gorontalo,COD,1402013,Delivered,Received,34,2026-07-21
ORD-82106,Dt. Capa Thamrin,Nadia Anggriawan,Sukabumi,COD,1320372,Delivered,Received,33,2026-07-14
ORD-32954,Marsito Pradipta,"Prabu Sirait, S.E.",Bogor,COD,336284,Delivered,Received,33,2026-07-06
ORD-47178,Mujur Sihotang,"Dr. Safina Ramadan, M.Ak",Mataram,COD,1130645,Delivered,Received,46,2026-07-07
ORD-95615,Rika Susanti,"Ir. Adinata Hasanah, S.T.",Tarakan,COD,937463,Failed,Rejected/Unreachable,44,2026-07-13
ORD-65000,Intan Suryono,Bahuwarna Maulana,Pasuruan,COD,870952,Delivered,Not Received,2594,2026-07-08
ORD-36495,Calista Sitompul,Mustika Iswahyudi,Depok,COD,1162914,Delivered,Received,44,2026-07-27
ORD-30255,"Melinda Setiawan, M.Pd",Lega Pertiwi,Palu,COD,96893,Delivered,Received,18,2026-07-04
ORD-27293,"Tgk. Betania Halimah, S.E.I",Wasis Nugroho,Pariaman,COD,792845,Delivered,Received,25,2026-07-27
ORD-38699,"dr. Maras Hasanah, S.Pd",Hani Wacana,Kupang,COD,1137940,Delivered,Received,24,2026-07-04
ORD-83498,"R.M. Cahya Hidayanto, S.Sos",Zulfa Wacana,Probolinggo,COD,332191,Delivered,Received,6,2026-07-17
ORD-54445,Nrima Saragih,"Puti Febi Pradana, S.Farm",Tasikmalaya,COD,1210090,Delivered,Not Received,4131,2026-07-01
ORD-87564,"Juli Prayoga, M.Pd","Hj. Lintang Saputra, M.M.",Bau-Bau,COD,912014,Delivered,Received,33,2026-07-07
ORD-54146,"Karman Pradana, S.T.","Heru Puspita, S.Pd",Cimahi,COD,372775,Delivered,Received,44,2026-07-10
ORD-82778,"Mustofa Yuniar, S.Ked",Siska Mandasari,Kota Administrasi Jakarta Utara,COD,382269,Delivered,Not Received,2754,2026-07-15
ORD-56471,"Puti Paris Utama, S.IP",Radika Prastuti,Serang,COD,281522,Delivered,Received,47,2026-07-13
ORD-29545,Asmadi Riyanti,Puti Dinda Wibowo,Banjarbaru,COD,1444610,Delivered,Received,23,2026-07-03
ORD-49166,Mala Pradana,"Cut Mutia Prasasta, M.Ak",Solok,COD,624078,Delivered,Received,30,2026-07-13
ORD-89715,Darimin Pratiwi,"Tgk. Mila Ramadan, S.E.I",Bima,COD,677583,Delivered,Received,35,2026-07-01
ORD-46322,Zulaikha Winarno,"Febi Wasita, M.M.",Kota Administrasi Jakarta Barat,COD,1188433,Failed,Rejected/Unreachable,24,2026-07-15
ORD-65541,Julia Firgantoro,Ratih Hariyah,Sawahlunto,COD,1107678,Delivered,Not Received,1999,2026-07-08
ORD-32180,Oliva Rahayu,Vero Kuswoyo,Jayapura,COD,597725,Delivered,Received,30,2026-06-29
ORD-98287,Vanesa Thamrin,Talia Mandasari,Sungai Penuh,COD,731874,Failed,Rejected/Unreachable,77,2026-07-09
ORD-81940,"Harja Nasyidah, M.TI.",Carla Wijaya,Bengkulu,COD,206355,Delivered,Received,35,2026-07-06
ORD-97861,"Puti Ika Maheswara, S.T.","Drs. Julia Hutapea, M.Ak",Pekalongan,COD,641009,Delivered,Received,31,2026-07-01
ORD-54791,"Ir. Karja Firgantoro, S.Pt",Hj. Qori Haryanti,Tarakan,COD,1286047,Delivered,Received,26,2026-07-13
ORD-68105,Jarwadi Wacana,"Rahayu Mandala, S.Pt",Bontang,COD,1429431,Delivered,Received,46,2026-07-18
ORD-11153,Lantar Prasetyo,Syahrini Dabukke,Mojokerto,COD,1203169,Delivered,Received,23,2026-07-20
ORD-59748,"drg. Gara Fujiati, S.H.",Lukita Maryadi,Banjar,COD,619287,Delivered,Received,33,2026-07-26
ORD-71085,Mulyanto Ramadan,Puti Uli Tarihoran,Sukabumi,COD,299498,Failed,Rejected/Unreachable,78,2026-07-06
ORD-48900,Dinda Sihombing,Ami Waluyo,Cimahi,COD,1468222,Delivered,Received,41,2026-07-11
ORD-46766,T. Kanda Lestari,Dt. Ian Prastuti,Purwokerto,COD,508697,Delivered,Received,8,2026-07-15
ORD-71556,Sutan Okto Putra,Lalita Kusumo,Sawahlunto,COD,1274003,Delivered,Not Received,4000,2026-07-25
ORD-11637,R.M. Saadat Maryati,"Tami Usada, M.Ak",Pangkalpinang,COD,500212,Delivered,Received,16,2026-07-14
ORD-55635,"Danang Latupono, S.Gz",Cornelia Jailani,Tegal,COD,180139,Delivered,Received,39,2026-07-11
ORD-42511,drg. Harsanto Nurdiyanti,drg. Amelia Saefullah,Kota Administrasi Jakarta Barat,COD,508197,Delivered,Received,31,2026-06-29
ORD-12081,Kariman Nasyidah,Ulva Maryati,Palangkaraya,COD,1486562,Delivered,Received,39,2026-06-28
ORD-54958,Gada Zulaika,"Cut Calista Maulana, S.Sos",Medan,COD,1282241,Delivered,Received,20,2026-07-18
ORD-48236,Humaira Maheswara,Clara Mardhiyah,Kota Administrasi Jakarta Timur,COD,792071,Failed,Rejected/Unreachable,25,2026-07-14
ORD-28759,Gawati Uwais,Febi Hastuti,Balikpapan,COD,310019,Delivered,Received,14,2026-06-30
ORD-65780,"Kayun Uyainah, M.Pd","Melinda Wastuti, S.Psi",Tanjungbalai,COD,1394577,Delivered,Received,8,2026-07-12
ORD-84287,Jaiman Hidayanto,Janet Maulana,Kota Administrasi Jakarta Barat,COD,934964,Delivered,Received,42,2026-07-19
ORD-34273,Mursita Natsir,Zahra Sinaga,Salatiga,COD,221803,Delivered,Received,23,2026-07-16
ORD-15403,Ophelia Waluyo,Latika Yuliarti,Tanjungpinang,COD,758370,Delivered,Received,10,2026-07-10
ORD-52257,Kusuma Tamba,Ihsan Wastuti,Probolinggo,COD,112989,Delivered,Received,38,2026-07-05
ORD-53819,"R. Putri Tarihoran, S.Ked","Hairyanto Pranowo, S.IP",Lubuklinggau,COD,974070,Delivered,Received,6,2026-06-30
ORD-26269,"Cut Paramita Nasyiah, S.Pd","Tgk. Sidiq Maryati, S.IP",Serang,COD,84547,Delivered,Received,40,2026-07-12
ORD-85640,Opung Yolanda,Dr. Ade Yolanda,Bontang,COD,460040,Delivered,Received,17,2026-07-07
ORD-64836,Diana Pranowo,Cayadi Prastuti,Payakumbuh,COD,1053732,Delivered,Received,10,2026-07-10
ORD-43612,Cinthia Kusumo,"drg. Uchita Dongoran, S.T.",Prabumulih,COD,430629,Delivered,Received,33,2026-07-22
ORD-20670,Labuh Hassanah,Ihsan Dabukke,Bogor,COD,967823,Delivered,Received,29,2026-07-25
ORD-95184,"Cut Zaenab Kuswoyo, S.E.I",Irwan Habibi,Magelang,COD,1223068,Delivered,Received,38,2026-07-10
ORD-81807,"Hj. Amelia Zulaika, S.T.",Winda Budiman,Sukabumi,COD,791951,Delivered,Received,43,2026-07-15
ORD-15974,"Kenes Rajata, M.TI.","Uchita Zulaika, M.TI.",Pasuruan,COD,463138,Delivered,Not Received,4388,2026-07-11
ORD-74498,R. Sari Najmudin,Talia Mustofa,Tegal,COD,1411635,Delivered,Received,5,2026-07-19
ORD-91473,Ciaobella Tamba,Jais Suryono,Tasikmalaya,COD,135083,Failed,Rejected/Unreachable,62,2026-07-07
ORD-29512,Drs. Karen Anggriawan,"Cornelia Tamba, S.Psi",Banda Aceh,COD,273664,Delivered,Received,47,2026-07-14
ORD-97681,Usyi Waluyo,Ade Nuraini,Banjar,COD,1354205,Delivered,Received,47,2026-06-28
ORD-32077,Bahuwarna Hutapea,Sadina Mulyani,Tual,COD,728006,Delivered,Received,43,2026-07-01
ORD-23340,Eka Rahimah,"Jail Siregar, S.H.",Purwokerto,COD,295229,Delivered,Received,8,2026-07-17
ORD-88243,Marwata Hassanah,"Bakiman Nugroho, S.Gz",Magelang,COD,581813,Delivered,Received,27,2026-07-01
ORD-35139,"Panca Hassanah, S.Psi",Siti Iswahyudi,Kota Administrasi Jakarta Timur,COD,365245,Delivered,Received,45,2026-07-23
ORD-26742,Shania Farida,Dimas Iswahyudi,Bekasi,COD,751645,Delivered,Received,37,2026-07-18
ORD-32489,"Ir. Aurora Narpati, S.IP","drg. Nugraha Mahendra, S.T.",Padang,COD,1293503,Delivered,Received,36,2026-07-09
ORD-46911,Tami Wijaya,Respati Kusmawati,Bukittinggi,COD,998548,Delivered,Not Received,4045,2026-07-04
ORD-76912,"KH. Saka Mandasari, S.T.","R.A. Syahrini Yuliarti, S.Pd",Medan,COD,898352,Failed,Rejected/Unreachable,60,2026-07-23
ORD-64614,"Drs. Wakiman Aryani, M.Farm",Abyasa Prasetyo,Depok,COD,920288,Delivered,Received,24,2026-07-27
ORD-12568,Latika Kuswandari,Galih Wasita,Pangkalpinang,COD,933122,Delivered,Received,17,2026-07-04
ORD-99807,"Ir. Damar Wijayanti, S.Ked","Vicky Zulaika, S.T.",Tebingtinggi,COD,1279493,Delivered,Received,5,2026-07-11
ORD-85303,Dt. Lanjar Winarno,R.A. Almira Aryani,Cilegon,COD,271847,Delivered,Received,45,2026-06-28
ORD-42517,Citra Zulkarnain,"Tantri Prakasa, S.E.I",Tanjungbalai,COD,220401,Delivered,Received,20,2026-07-17
ORD-83837,Ophelia Kurniawan,"Rahman Hastuti, M.Pd",Subulussalam,COD,661663,Delivered,Received,21,2026-06-28
ORD-95041,"Wasis Simanjuntak, S.E.I",Drs. Julia Yulianti,Padangpanjang,COD,1044886,Delivered,Received,23,2026-07-18
ORD-73340,Fathonah Hassanah,"R. Qori Najmudin, S.H.",Batam,COD,64786,Delivered,Received,24,2026-07-17
ORD-16381,Jasmin Nasyidah,Aslijan Yuliarti,Banjarmasin,COD,662776,Delivered,Not Received,4609,2026-07-05
ORD-32732,Endah Anggraini,Dt. Mustika Handayani,Kota Administrasi Jakarta Barat,COD,1341036,Delivered,Received,33,2026-07-09
ORD-13621,Lamar Natsir,Rini Mahendra,Samarinda,COD,892479,Delivered,Received,46,2026-07-03
ORD-95480,Puji Rahmawati,Salman Susanti,Pematangsiantar,COD,1379760,Delivered,Received,27,2026-07-15
ORD-59542,Jail Yolanda,Dacin Maryadi,Sungai Penuh,COD,823612,Delivered,Received,32,2026-07-07
ORD-98289,"Dirja Budiyanto, S.T.",Oni Salahudin,Prabumulih,COD,76752,Delivered,Received,20,2026-07-11
ORD-64908,"Melinda Handayani, S.Gz",Harjasa Suryatmi,Pagaralam,COD,920143,Delivered,Received,7,2026-07-05
ORD-31022,"Jaswadi Sihombing, S.Pt",R.A. Eka Namaga,Prabumulih,COD,353186,Delivered,Received,31,2026-07-21
ORD-84650,"H. Edi Utama, M.M.",Margana Astuti,Salatiga,COD,809426,Delivered,Received,19,2026-07-10
ORD-44508,Tugiman Yulianti,"Raihan Susanti, S.E.I",Solok,COD,814116,Delivered,Received,17,2026-07-12
ORD-60587,"Ira Suryatmi, S.Pd","Rosman Uyainah, S.Kom",Cilegon,COD,1388144,Delivered,Received,35,2026-07-15
ORD-76121,Rahmi Waskita,Zulfa Sudiati,Padang Sidempuan,COD,1295764,Delivered,Received,7,2026-07-10
ORD-48235,drg. Eka Firgantoro,Karta Handayani,Kota Administrasi Jakarta Pusat,COD,929385,Delivered,Received,8,2026-07-24
ORD-32407,Mursita Mangunsong,Cawisadi Pangestu,Salatiga,COD,1428008,Delivered,Received,44,2026-07-18
ORD-51531,"Lembah Situmorang, S.Farm",Candrakanta Pudjiastuti,Bau-Bau,COD,110771,Delivered,Received,41,2026-07-14
ORD-74033,Purwa Nuraini,Cecep Hastuti,Palu,COD,782434,Delivered,Received,6,2026-07-13
ORD-82646,Ganjaran Waluyo,Laswi Pranowo,Sungai Penuh,COD,1382585,Delivered,Received,42,2026-06-29
ORD-18447,"Dian Suryono, M.Pd","Ganep Salahudin, S.Ked",Tidore Kepulauan,COD,284474,Delivered,Received,28,2026-07-21
ORD-21166,Dodo Sinaga,Ajeng Utama,Cimahi,COD,938852,Delivered,Received,44,2026-07-15
ORD-31010,"Drs. Rahayu Nugroho, M.TI.",Raina Dongoran,Jayapura,COD,514360,Delivered,Received,47,2026-07-03
ORD-93199,"Diana Hutagalung, M.Ak",Vera Kusmawati,Parepare,COD,370946,Delivered,Received,14,2026-07-26
ORD-20443,Dwi Novitasari,Ibun Rahayu,Salatiga,COD,1062394,Delivered,Received,42,2026-07-27
ORD-53420,Koko Yulianti,Zahra Habibi,Pekanbaru,COD,1186367,Failed,Rejected/Unreachable,97,2026-06-28
ORD-61070,Sabrina Nashiruddin,Drs. Rahmi Farida,Sibolga,COD,1037454,Delivered,Received,25,2026-07-26
ORD-41007,Makara Situmorang,"Bagiya Nainggolan, M.Kom.",Manado,COD,310309,Delivered,Received,23,2026-07-15
ORD-67203,"Cut Zelaya Astuti, S.E.",Damu Yolanda,Surakarta,COD,50351,Failed,Rejected/Unreachable,52,2026-07-17
ORD-77537,"Ir. Raisa Irawan, S.IP",Ophelia Setiawan,Sungai Penuh,COD,1399859,Delivered,Received,35,2026-07-10
ORD-50823,Jaiman Yolanda,"Tgk. Kiandra Mardhiyah, M.Pd",Purwokerto,COD,431232,Delivered,Received,32,2026-06-29
ORD-65628,Ami Wastuti,Unjani Permata,Dumai,COD,377827,Delivered,Received,7,2026-07-25
ORD-60683,"Sutan Manah Kurniawan, S.IP","T. Limar Riyanti, M.Ak",Tasikmalaya,COD,1033732,Delivered,Received,6,2026-07-13
ORD-85511,Jagaraga Pertiwi,"Gandi Prabowo, S.E.I",Pariaman,COD,990012,Delivered,Received,45,2026-07-10
ORD-78887,"H. Dartono Hutapea, M.Ak",Dr. Mulya Prakasa,Bogor,COD,375328,Delivered,Received,15,2026-07-08
ORD-16011,Karimah Usada,"Jono Setiawan, S.Sos",Tual,COD,1429651,Failed,Rejected/Unreachable,54,2026-07-16
ORD-34122,Cayadi Marpaung,"T. Agus Hutapea, S.Farm",Cilegon,COD,478974,Delivered,Received,19,2026-07-05
ORD-51906,"Drs. Violet Safitri, S.Pd",dr. Laswi Utama,Medan,COD,794973,Failed,Rejected/Unreachable,38,2026-07-08
ORD-52299,drg. Asman Riyanti,"Restu Wulandari, S.Sos",Tarakan,COD,1117096,Delivered,Received,10,2026-07-16
ORD-50100,"Embuh Santoso, S.E.","dr. Ciaobella Siregar, M.M.",Surabaya,COD,156788,Delivered,Received,45,2026-07-06
ORD-67774,"Dt. Adinata Firgantoro, M.Farm",Cahya Jailani,Yogyakarta,COD,1061360,Delivered,Received,26,2026-07-16
ORD-91510,"Zulaikha Budiman, S.I.Kom","Hasna Pradana, S.T.",Bengkulu,COD,850225,Delivered,Not Received,2439,2026-07-09
ORD-21998,Pangeran Hidayanto,Sutan Rusman Marbun,Bekasi,COD,983943,Delivered,Received,25,2026-07-06
ORD-78438,Zamira Sitompul,Latika Uyainah,Kendari,COD,490098,Delivered,Received,50,2026-06-28
ORD-51008,Ajimin Permadi,Hj. Calista Hutapea,Bitung,COD,650671,Delivered,Received,50,2026-06-28
ORD-12130,"Ega Dongoran, M.TI.",Dr. Jumari Nasyiah,Sorong,COD,100487,Delivered,Received,49,2026-07-04
ORD-79064,Kenari Saefullah,"Raden Hassanah, S.T.",Sukabumi,COD,428677,Delivered,Received,35,2026-07-08
ORD-90843,"Fathonah Mahendra, S.Ked","dr. Asirwada Lazuardi, M.M.",Cimahi,COD,816987,Delivered,Received,30,2026-07-26
ORD-85169,"Galur Laksmiwati, S.I.Kom",Rahman Januar,Bandar Lampung,COD,722790,Delivered,Received,7,2026-07-01
ORD-48497,"Febi Maheswara, S.IP",Vivi Hardiansyah,Gorontalo,COD,1154012,Delivered,Received,37,2026-07-15
ORD-96781,Umi Firmansyah,"Vivi Hidayat, S.Sos",Kotamobagu,COD,325614,Delivered,Received,43,2026-07-03
ORD-82175,Cagak Permadi,Capa Rahayu,Magelang,COD,1001340,Delivered,Received,47,2026-07-02
ORD-96244,R. Galuh Hutagalung,dr. Dalimin Saragih,Pasuruan,COD,744222,Delivered,Received,32,2026-07-19
ORD-86441,Harjo Usamah,"drg. Zizi Purnawati, S.Sos",Payakumbuh,COD,96863,Delivered,Received,42,2026-07-04
ORD-23681,Dalimin Ramadan,"Tgk. Garang Kuswandari, M.TI.",Ternate,COD,376166,Delivered,Received,41,2026-07-24
ORD-26615,"R.A. Belinda Nashiruddin, M.TI.",T. Kacung Mahendra,Banjar,COD,317211,Delivered,Received,39,2026-07-25
ORD-85269,Putri Utama,KH. Cahyono Farida,Cilegon,COD,301501,Delivered,Received,14,2026-07-17
ORD-56333,Patricia Megantara,KH. Bagus Natsir,Bengkulu,COD,776788,Delivered,Received,40,2026-06-28
ORD-20121,T. Kamidin Mansur,Mulyanto Maheswara,Singkawang,COD,886449,Delivered,Received,14,2026-07-01
ORD-89785,Tami Lailasari,"Drajat Narpati, M.Farm",Cilegon,COD,179826,Failed,Rejected/Unreachable,13,2026-07-20
ORD-61707,Vivi Sihotang,"Hj. Lala Prasasta, S.Kom",Padangpanjang,COD,1087395,Delivered,Received,8,2026-07-06
ORD-50647,Rudi Aryani,Samsul Palastri,Bukittinggi,COD,796609,Delivered,Received,36,2026-06-29
ORD-65616,Dr. Laila Aryani,Tomi Saefullah,Metro,COD,51831,Delivered,Received,35,2026-07-08
ORD-98626,"Ir. Rachel Ardianto, M.Kom.",R.M. Marwata Yuniar,Tual,COD,120912,Delivered,Received,30,2026-07-22
ORD-36698,Harimurti Simanjuntak,Zelda Sirait,Gorontalo,COD,267957,Delivered,Received,19,2026-07-19
ORD-57032,"R. Karman Ramadan, S.Sos",Galur Tamba,Samarinda,COD,987483,Delivered,Received,7,2026-07-06
ORD-58064,Yani Uyainah,Puti Vanya Jailani,Subulussalam,COD,535922,Delivered,Received,17,2026-06-28
ORD-72663,Yono Sitompul,"KH. Irsad Mandasari, M.M.",Kotamobagu,COD,489841,Delivered,Not Received,2196,2026-07-20
ORD-26803,"Drs. Daryani Santoso, S.Gz",Capa Sudiati,Dumai,COD,256150,Delivered,Received,40,2026-07-22
ORD-87046,"Emil Mayasari, M.Ak",Mala Rahimah,Lubuklinggau,COD,1038326,Delivered,Received,29,2026-07-06
ORD-24089,Kamila Safitri,Ir. Yulia Kusumo,Pasuruan,COD,689137,Delivered,Received,9,2026-06-29
ORD-91279,Dian Safitri,"Gandewa Narpati, S.Farm",Prabumulih,COD,336683,Failed,Rejected/Unreachable,33,2026-07-17
ORD-77460,R. Respati Tarihoran,Lukman Oktaviani,Cimahi,COD,144935,Failed,Rejected/Unreachable,49,2026-07-05
ORD-26426,Sarah Kusumo,"Faizah Damanik, M.Farm",Tebingtinggi,COD,451784,Delivered,Received,32,2026-07-01
ORD-73774,Sarah Damanik,Mustofa Sudiati,Purwokerto,COD,1089684,Delivered,Received,9,2026-07-05
ORD-92626,Putri Permata,Prayogo Prabowo,Banjarbaru,COD,917215,Failed,Rejected/Unreachable,27,2026-06-30
ORD-39737,"Pia Pratiwi, S.Pt",Cici Lestari,Tidore Kepulauan,COD,646458,Failed,Rejected/Unreachable,63,2026-07-09
ORD-49491,Keisha Widiastuti,Ir. Dimaz Rajata,Yogyakarta,COD,1234884,Delivered,Received,6,2026-07-03
ORD-49487,Yusuf Winarno,"Atma Kuswoyo, M.Ak",Langsa,COD,459628,Delivered,Received,30,2026-07-09
ORD-75312,Ayu Nasyiah,Balamantri Waskita,Malang,COD,762432,Failed,Rejected/Unreachable,96,2026-07-16
ORD-95919,"Farhunnisa Hidayanto, S.IP",Vera Andriani,Batam,COD,624832,Delivered,Received,40,2026-07-19
ORD-79779,Chelsea Wacana,Legawa Agustina,Tasikmalaya,COD,891306,Delivered,Received,5,2026-07-26
ORD-55872,"Omar Iswahyudi, S.Gz",Lidya Marpaung,Balikpapan,COD,906017,Failed,Rejected/Unreachable,74,2026-07-11
ORD-19589,"Hilda Siregar, M.Pd",R.M. Cecep Natsir,Pariaman,COD,1141869,Delivered,Received,41,2026-07-10
ORD-15497,"Ifa Wijaya, S.Farm","Puti Vanya Maryadi, S.E.I",Lubuklinggau,COD,710428,Delivered,Received,10,2026-07-14
